Company,Ticker,Date,Segement,Call,Price
Goldman Sachs (GS),GS,1/11/2019,Discussed Stock,Positive Mention ,176.93
Barrick Gold (GOLD),GOLD,1/11/2019,Featured Stock,Buy Recommendations ,12.44
Corning (GLW),GLW,1/11/2019,Lightning Round ,Sell Recommendations ,30.05
SPDR Gold Shares (GLD),GLD,1/11/2019,Featured Stock,Buy Recommendations ,121.8
Energy Transfer (ET),ET,1/11/2019,Lightning Round ,Sell Recommendations ,15.04
DexCom (DXCM),DXCM,1/11/2019,Discussed Stock,Buy Recommendations ,141.1
Deere & Company (DE),DE,1/11/2019,Discussed Stock,Positive Mention ,158.28
CSX (CSX),CSX,1/11/2019,Discussed Stock,Buy Recommendations ,65.22
Salesforce.com (CRM),CRM,1/11/2019,Discussed Stock,Buy Recommendations ,147.55
BP (BP),BP,1/11/2019,Lightning Round ,Buy Recommendations ,40.24
Bank of America (BAC),BAC,1/11/2019,Discussed Stock,Buy Recommendations ,26.03
Boeing (BA),BA,1/11/2019,Discussed Stock,Positive Mention ,352.9
American Express (AXP),AXP,1/11/2019,Discussed Stock,Positive Mention ,98.55
Allergan (AGN),AGN,1/11/2019,Discussed Stock,Buy Recommendations ,149.26
Apple (AAPL),AAPL,1/11/2019,Discussed Stock,Buy Recommendations ,152.29
Target (TGT),TGT,1/14/2019,Discussed Stock,Positive Mention ,68.84
Square (SQ),SQ,1/14/2019,Lightning Round ,Buy Recommendations ,65.18
Starbucks (SBUX),SBUX,1/14/2019,Lightning Round ,Positive Mention ,63.37
PVH Corp (PVH),PVH,1/14/2019,Featured Stock,Buy Recommendations ,104.48
Pet IQ (PETQ),PETQ,1/14/2019,Lightning Round ,Sell Recommendations ,24.69
PG&E (PCG),PCG,1/14/2019,Discussed Stock,Negative Mention ,8.38
Nucor (NUE),NUE,1/14/2019,Lightning Round ,Buy Recommendations ,56.26
ArcelorMittal (MT),MT,1/14/2019,Lightning Round ,Sell Recommendations ,22.09
Maxar Technologies (MAXR),MAXR,1/14/2019,Mail Bag ,Sell Recommendations ,6.25
Macy's (M),M,1/14/2019,Discussed Stock,Negative Mention ,25.08
L Brands (LB),LB,1/14/2019,Discussed Stock,Negative Mention ,26.44
Kohl's (KSS),KSS,1/14/2019,Discussed Stock,Positive Mention ,66.64
KeyCorp (KEY),KEY,1/14/2019,Discussed Stock,Buy Recommendations ,16.24
Idexx Laboratories (IDXX),IDXX,1/14/2019,Lightning Round ,Buy Recommendations ,189.79
Huntington Bancshares (HBAN),HBAN,1/14/2019,Discussed Stock,Buy Recommendations ,12.83
Exelixis (EXEL),EXEL,1/14/2019,Mail Bag ,Buy Recommendations ,22.86
Dynavax Technologies (DVAX),DVAX,1/14/2019,Lightning Round ,Negative Mention ,10.8
Dollar Tree (DLTR),DLTR,1/14/2019,Featured Stock,Buy Recommendations ,97.23
Clearway Energy (CWEN),CWEN,1/14/2019,Lightning Round ,Sell Recommendations ,14.3
Citigroup (C),C,1/14/2019,Discussed Stock,Positive Mention ,58.93
Alibaba (BABA),BABA,1/14/2019,Lightning Round ,Negative Mention ,149.27
Aimmune Therapeutics (AIMT),AIMT,1/14/2019,Lightning Round ,Buy Recommendations ,24.3
Apple (AAPL),AAPL,1/14/2019,Discussed Stock,Negative Mention ,150
Exxon Mobil (XOM),XOM,1/15/2019,Lightning Round ,Buy Recommendations ,71.67
Walmart (WMT),WMT,1/15/2019,Discussed Stock,Buy Recommendations ,96.25
Verizon (VZ),VZ,1/15/2019,Lightning Round ,Buy Recommendations ,58.1
Vodafone Group (VOD),VOD,1/15/2019,Lightning Round ,Sell Recommendations ,19.04
VMware (VMW),VMW,1/15/2019,Guest Interview ,Buy Recommendations ,147.12
UnitedHealth Group (UNH),UNH,1/15/2019,Discussed Stock,Buy Recommendations ,256.87
United Continental (UAL),UAL,1/15/2019,Discussed Stock,Buy Recommendations ,81.2
Target (TGT),TGT,1/15/2019,Discussed Stock,Positive Mention ,68.21
AT&T (T),T,1/15/2019,Lightning Round ,Buy Recommendations ,30.6
U.S. Silica Holdings (SLCA),SLCA,1/15/2019,Lightning Round ,Sell Recommendations ,12.98
Dave and Busters (PLAY),PLAY,1/15/2019,Discussed Stock,Buy Recommendations ,52.04
Nike (NKE),NKE,1/15/2019,Lightning Round ,Buy Recommendations ,77.88
Netflix (NFLX),NFLX,1/15/2019,Discussed Stock,Buy Recommendations ,354.64
Newmont Mining (NEM),NEM,1/15/2019,Lightning Round ,Negative Mention ,31.02
Macy's (M),M,1/15/2019,Discussed Stock,Negative Mention ,24.98
Lululemon Athletica (LULU),LULU,1/15/2019,Discussed Stock,Buy Recommendations ,141.13
Kohl's (KSS),KSS,1/15/2019,Discussed Stock,Positive Mention ,67.26
JPMorgan Chase (JPM),JPM,1/15/2019,Discussed Stock,Buy Recommendations ,101.68
IBM (IBM),IBM,1/15/2019,Lightning Round ,Buy Recommendations ,121.73
Dominion Energy (D),D,1/15/2019,Lightning Round ,Buy Recommendations ,68.88
CenturyLink (CTL),CTL,1/15/2019,Lightning Round ,Sell Recommendations ,16.19
CSX (CSX),CSX,1/15/2019,Lightning Round ,Buy Recommendations ,65.11
Aurinia Pharmaceuticals (AUPH),AUPH,1/15/2019,Lightning Round ,Positive Mention ,7.64
Barrick Gold (ABX),ABX,1/15/2019,Lightning Round ,Buy Recommendations ,11.86
Apple (AAPL),AAPL,1/15/2019,Discussed Stock,Buy Recommendations ,153.07
Twitter (TWTR),TWTR,1/16/2019,Lightning Round ,Buy Recommendations ,32.47
TJX Companies (TJX),TJX,1/16/2019,Lightning Round ,Buy Recommendations ,47.53
AT&T (T),T,1/16/2019,Lightning Round ,Positive Mention ,30.56
Ollie's Bargain Outlet (OLLI),OLLI,1/16/2019,Lightning Round ,Buy Recommendations ,74.82
New Relic (NEWR),NEWR,1/16/2019,Guest Interview ,Buy Recommendations ,90.45
JPMorgan Chase (JPM),JPM,1/16/2019,Discussed Stock,Buy Recommendations ,102.5
GlaxoSmithKline (GSK),GSK,1/16/2019,Featured Stock,Buy Recommendations ,38.41
Goldman Sachs (GS),GS,1/16/2019,Discussed Stock,Buy Recommendations ,197.08
Deutsche Bank (DB),DB,1/16/2019,Lightning Round ,Buy Recommendations ,9.29
Cara Therapeutics (CARA),CARA,1/16/2019,Lightning Round ,Buy Recommendations ,15.25
Burlington Stores (BURL),BURL,1/16/2019,Lightning Round ,Buy Recommendations ,164.94
Bank of America (BAC),BAC,1/16/2019,Discussed Stock,Buy Recommendations ,28.45
Sangamo BioSciences (SGMO),SGMO,1/17/2019,Lightning Round ,Buy Recommendations ,11.29
PPG Industries (PPG),PPG,1/17/2019,Discussed Stock,Positive Mention ,107.36
Netflix (NFLX),NFLX,1/17/2019,Discussed Stock,Positive Mention ,353.19
Morgan Stanley (MS),MS,1/17/2019,Discussed Stock,Negative Mention ,42.53
Medtronic (MDT),MDT,1/17/2019,Lightning Round ,Buy Recommendations ,87.6
Kirkland Lake (KL),KL,1/17/2019,Guest Interview ,Buy Recommendations ,27.04
GW Pharmaceuticals (GWPH),GWPH,1/17/2019,Lightning Round ,Positive Mention ,134.5
Fiat Chrysler (FCAU),FCAU,1/17/2019,Lightning Round ,Sell Recommendations ,16.62
EPR Properties (EPR),EPR,1/17/2019,Lightning Round ,Buy Recommendations ,70.16
Brinks (BCO),BCO,1/17/2019,Lightning Round ,Buy Recommendations ,70.78
American Express (AXP),AXP,1/17/2019,Discussed Stock,Negative Mention ,99.49
Appian (APPN),APPN,1/17/2019,Guest Interview ,Buy Recommendations ,31.55
Allergan (AGN),AGN,1/17/2019,Discussed Stock,Buy Recommendations ,156.56
Western Digital (WDC),WDC,1/18/2019,Discussed Stock,Sell Recommendations ,39.01
Union Pacific (UNP),UNP,1/18/2019,Discussed Stock,Buy Recommendations ,157.5
Texas Instruments (TXN),TXN,1/18/2019,Discussed Stock,Positive Mention ,99.64
Starbucks (SBUX),SBUX,1/18/2019,Discussed Stock,Buy Recommendations ,64.52
Procter & Gamble (PG),PG,1/18/2019,Discussed Stock,Buy Recommendations ,91.36
Norfolk Southern (NSC),NSC,1/18/2019,Discussed Stock,Buy Recommendations ,169.16
McCormick (MKC),MKC,1/18/2019,Discussed Stock,Buy Recommendations ,139.56
LAM Research (LRCX),LRCX,1/18/2019,Discussed Stock,Positive Mention ,148.27
Intel (INTC),INTC,1/18/2019,Discussed Stock,Buy Recommendations ,49.08
D R Horton (DHI),DHI,1/18/2019,Discussed Stock,Buy Recommendations ,37.25
Comcast (CMCSA),CMCSA,1/18/2019,Discussed Stock,Buy Recommendations ,36.16
Colgate-Palmolive (CL),CL,1/18/2019,Discussed Stock,Buy Recommendations ,62.63
Bristol-Myers Squibb (BMY),BMY,1/18/2019,Discussed Stock,Buy Recommendations ,49.87
Abbott Laboratories (ABT),ABT,1/18/2019,Discussed Stock,Buy Recommendations ,71.52
YY (YY),YY,1/22/2019,Discussed Stock,Negative Mention ,69.02
Stanley Black & Decker (SWK),SWK,1/22/2019,Discussed Stock,Sell Recommendations ,115.69
NVIDIA (NVDA),NVDA,1/22/2019,Lightning Round ,Buy Recommendations ,148.77
Microsoft (MSFT),MSFT,1/22/2019,Lightning Round ,Buy Recommendations ,105.68
Logitech International (LOGI),LOGI,1/22/2019,Guest Interview ,Buy Recommendations ,33.7
Ligand Pharmaceuticals (LGND),LGND,1/22/2019,Lightning Round ,Negative Mention ,112.91
Kimberly-Clark (KMB),KMB,1/22/2019,Lightning Round ,Positive Mention ,115.23
Johnson & Johnson (JNJ),JNJ,1/22/2019,Discussed Stock,Positive Mention ,128.8
JD.com (JD),JD,1/22/2019,Discussed Stock,Negative Mention ,21.68
JB Hunt Transport Service (JBHT),JBHT,1/22/2019,Lightning Round ,Buy Recommendations ,103.8
Investors Bancorp (ISBC),ISBC,1/22/2019,Lightning Round ,Negative Mention ,11.71
IBM (IBM),IBM,1/22/2019,Discussed Stock,Positive Mention ,122.52
Edison International (EIX),EIX,1/22/2019,Lightning Round ,Sell Recommendations ,54.21
Consolidated Edison (ED),ED,1/22/2019,Lightning Round ,Buy Recommendations ,76.74
Dell (DELL),DELL,1/22/2019,Featured Stock,Buy Recommendations ,44.06
Dominion Energy (D),D,1/22/2019,Lightning Round ,Buy Recommendations ,68.59
ArcBest (ARCB),ARCB,1/22/2019,Lightning Round ,Sell Recommendations ,38.36
Albemarle (ALB),ALB,1/22/2019,Lightning Round ,Sell Recommendations ,75.37
American Electric Power (AEP),AEP,1/22/2019,Lightning Round ,Buy Recommendations ,76.38
Visa (V),V,1/23/2019,Lightning Round ,Positive Mention ,137.01
United Technologies (UTX),UTX,1/23/2019,Discussed Stock,Buy Recommendations ,117.04
Tenneco (TEN),TEN,1/23/2019,Lightning Round ,Sell Recommendations ,33.14
Smart Global Holdings (SGH),SGH,1/23/2019,Mail Bag ,Sell Recommendations ,21.51
PayPal (PYPL),PYPL,1/23/2019,Lightning Round ,Buy Recommendations ,90.5
Procter & Gamble (PG),PG,1/23/2019,Discussed Stock,Buy Recommendations ,94.84
PG&E (PCG),PCG,1/23/2019,Lightning Round ,Sell Recommendations ,7.99
Nio (NIO),NIO,1/23/2019,Lightning Round ,Sell Recommendations ,6.55
Mastercard (MA),MA,1/23/2019,Lightning Round ,Buy Recommendations ,198.35
LAM Research (LRCX),LRCX,1/23/2019,Mail Bag ,Buy Recommendations ,139.33
IBM (IBM),IBM,1/23/2019,Discussed Stock,Buy Recommendations ,132.89
Emerson Electric (EMR),EMR,1/23/2019,Featured Stock,Negative Mention ,62.4
Comcast (CMCSA),CMCSA,1/23/2019,Discussed Stock,Buy Recommendations ,36.89
Caterpillar (CAT),CAT,1/23/2019,Lightning Round ,Buy Recommendations ,131.82
Athenex (ATNX),ATNX,1/23/2019,Mail Bag ,Positive Mention ,11.29
Apple (AAPL),AAPL,1/23/2019,Discussed Stock,Buy Recommendations ,153.92
Xilinx (XLNX),XLNX,1/24/2019,Discussed Stock,Positive Mention ,106.06
Walmart (WMT),WMT,1/24/2019,Discussed Stock,Buy Recommendations ,98.36
VMware (VMW),VMW,1/24/2019,Discussed Stock,Buy Recommendations ,148.15
Valero Energy (VLO),VLO,1/24/2019,Lightning Round ,Buy Recommendations ,78.95
United Rentals (URI),URI,1/24/2019,Guest Interview ,Buy Recommendations ,123.32
Texas Instruments (TXN),TXN,1/24/2019,Discussed Stock,Buy Recommendations ,102.09
Charles Schwab (SCHW),SCHW,1/24/2019,Lightning Round ,Negative Mention ,47.38
Procter & Gamble (PG),PG,1/24/2019,Discussed Stock,Buy Recommendations ,94.3
Okta (OKTA),OKTA,1/24/2019,Guest Interview ,Buy Recommendations ,79.33
Merck (MRK),MRK,1/24/2019,Featured Stock,Buy Recommendations ,73.17
Marathon Petroleum (MPC),MPC,1/24/2019,Lightning Round ,Buy Recommendations ,63.11
Malibu Boats (MBUU),MBUU,1/24/2019,Lightning Round ,Sell Recommendations ,38.27
LAM Research (LRCX),LRCX,1/24/2019,Discussed Stock,Buy Recommendations ,161.2
Kemet (KEM),KEM,1/24/2019,Lightning Round ,Positive Mention ,19.56
Honeywell (HON),HON,1/24/2019,Discussed Stock,Buy Recommendations ,141.18
Five Below (FIVE),FIVE,1/24/2019,Discussed Stock,Buy Recommendations ,124.06
EPR Properties (EPR),EPR,1/24/2019,Lightning Round ,Buy Recommendations ,70.93
Dollar Tree (DLTR),DLTR,1/24/2019,Discussed Stock,Buy Recommendations ,94.56
CVR Refining (CVRR),CVRR,1/24/2019,Lightning Round ,Sell Recommendations ,10.48
Costco (COST),COST,1/24/2019,Discussed Stock,Buy Recommendations ,210.31
Brunswick (BC),BC,1/24/2019,Lightning Round ,Buy Recommendations ,49.11
Boeing (BA),BA,1/24/2019,Discussed Stock,Buy Recommendations ,358.27
American Finance Trust (AFIN),AFIN,1/24/2019,Lightning Round ,Negative Mention ,12.73
Exxon Mobil (XOM),XOM,1/25/2019,Discussed Stock,Negative Mention ,71.72
Wells Fargo (WFC),WFC,1/25/2019,Guest Interview ,Buy Recommendations ,50.13
Verizon (VZ),VZ,1/25/2019,Discussed Stock,Negative Mention ,56.4
Viacom (VIAB),VIAB,1/25/2019,Discussed Stock,Positive Mention ,28.99
Tesla (TSLA),TSLA,1/25/2019,Discussed Stock,Negative Mention ,297.04
AT&T (T),T,1/25/2019,Discussed Stock,Buy Recommendations ,30.66
ComScore (SCOR),SCOR,1/25/2019,Lightning Round ,Sell Recommendations ,19.22
Roku (ROKU),ROKU,1/25/2019,Discussed Stock,Positive Mention ,43.69
Pfizer (PFE),PFE,1/25/2019,Discussed Stock,Negative Mention ,40.64
Palo Alto Networks (PANW),PANW,1/25/2019,Lightning Round ,Buy Recommendations ,209.72
Invitae (NVTA),NVTA,1/25/2019,Lightning Round ,Buy Recommendations ,14.79
Netflix (NFLX),NFLX,1/25/2019,Discussed Stock,Positive Mention ,338.05
Microsoft (MSFT),MSFT,1/25/2019,Discussed Stock,Buy Recommendations ,106.2
Merck (MRK),MRK,1/25/2019,Discussed Stock,Buy Recommendations ,72.95
3M (MMM),MMM,1/25/2019,Discussed Stock,Buy Recommendations ,195.9
McDonald's (MCD),MCD,1/25/2019,Discussed Stock,Buy Recommendations ,184
Honeywell (HON),HON,1/25/2019,Discussed Stock,Buy Recommendations ,141.71
General Electric (GE),GE,1/25/2019,Discussed Stock,Negative Mention ,9.16
Fortinet (FTNT),FTNT,1/25/2019,Lightning Round ,Negative Mention ,73.59
Facebook (FB),FB,1/25/2019,Discussed Stock,Positive Mention ,149.01
Exact Sciences (EXAS),EXAS,1/25/2019,Lightning Round ,Buy Recommendations ,81.98
E*TRADE Financial (ETFC),ETFC,1/25/2019,Lightning Round ,Negative Mention ,47.77
Walt Disney (DIS),DIS,1/25/2019,Discussed Stock,Buy Recommendations ,111.09
Dominion Energy (D),D,1/25/2019,Lightning Round ,Buy Recommendations ,69.16
Chevron (CVX),CVX,1/25/2019,Discussed Stock,Negative Mention ,113.22
Cronos Group (CRON),CRON,1/25/2019,Lightning Round ,Positive Mention ,16.02
Comcast (CMCSA),CMCSA,1/25/2019,Discussed Stock,Buy Recommendations ,35.78
Canopy Growth (CGC),CGC,1/25/2019,Lightning Round ,Buy Recommendations ,48.48
CBS Corp (CBS),CBS,1/25/2019,Discussed Stock,Positive Mention ,49.17
Caterpillar (CAT),CAT,1/25/2019,Discussed Stock,Positive Mention ,136.86
Boeing (BA),BA,1/25/2019,Discussed Stock,Buy Recommendations ,364.2
Allergan (AGN),AGN,1/25/2019,Discussed Stock,Buy Recommendations ,160.66
Apple (AAPL),AAPL,1/25/2019,Discussed Stock,Positive Mention ,157.76
WD-40 (WDFC),WDFC,1/28/2019,Lightning Round ,Buy Recommendations ,174.16
Vicor (VICR),VICR,1/28/2019,Lightning Round ,Negative Mention ,40.58
Union Pacific (UNP),UNP,1/28/2019,Discussed Stock,Positive Mention ,159.9
T. Rowe Price (TROW),TROW,1/28/2019,Lightning Round ,Buy Recommendations ,94.45
Tencent Music (TME),TME,1/28/2019,Discussed Stock,Positive Mention ,15.08
Tilray (TLRY),TLRY,1/28/2019,Discussed Stock,Positive Mention ,81.93
Norfolk Southern (NSC),NSC,1/28/2019,Discussed Stock,Positive Mention ,165.79
Neogenomics (NEO),NEO,1/28/2019,Lightning Round ,Positive Mention ,16.51
Kronos (KRO),KRO,1/28/2019,Discussed Stock,Positive Mention ,13
CVS Health (CVS),CVS,1/28/2019,Lightning Round ,Buy Recommendations ,65.24
Clorox (CLX),CLX,1/28/2019,Lightning Round ,Positive Mention ,146.74
Canopy Growth (CGC),CGC,1/28/2019,Discussed Stock,Positive Mention ,50.77
Caterpillar (CAT),CAT,1/28/2019,Discussed Stock,Positive Mention ,124.37
Alibaba (BABA),BABA,1/28/2019,Discussed Stock,Positive Mention ,158.92
Aurora Cannabis (ACB),ACB,1/28/2019,Discussed Stock,Positive Mention ,7.1
Whirlpool (WHR),WHR,1/29/2019,Discussed Stock,Positive Mention ,136.49
Schlumberger (SLB),SLB,1/29/2019,Lightning Round ,Buy Recommendations ,44
Patterson-UTI Energy (PTEN),PTEN,1/29/2019,Lightning Round ,Sell Recommendations ,11.8
Pfizer (PFE),PFE,1/29/2019,Discussed Stock,Positive Mention ,40.77
Bank OZK (OZK),OZK,1/29/2019,Lightning Round ,Sell Recommendations ,31.87
NVIDIA (NVDA),NVDA,1/29/2019,Featured Stock,Negative Mention ,131.6
Nucor (NUE),NUE,1/29/2019,Guest Interview ,Buy Recommendations ,60.13
3M (MMM),MMM,1/29/2019,Discussed Stock,Positive Mention ,196.95
Idexx Laboratories (IDXX),IDXX,1/29/2019,Lightning Round ,Buy Recommendations ,204.29
HP (HPQ),HPQ,1/29/2019,Lightning Round ,Buy Recommendations ,21.88
Brinker International Inc (EAT),EAT,1/29/2019,Discussed Stock,Negative Mention ,42.36
3D Systems (DDD),DDD,1/29/2019,Lightning Round ,Sell Recommendations ,12.27
Carvana (CVNA),CVNA,1/29/2019,Lightning Round ,Sell Recommendations ,37.06
Caterpillar (CAT),CAT,1/29/2019,Discussed Stock,Positive Mention ,126.53
Advanced Micro Devices (AMD),AMD,1/29/2019,Discussed Stock,Positive Mention ,19.25
AbbVie (ABBV),ABBV,1/29/2019,Lightning Round ,Negative Mention ,77.47
Apple (AAPL),AAPL,1/29/2019,Discussed Stock,Buy Recommendations ,154.68
Teladoc (TDOC),TDOC,1/30/2019,Lightning Round ,Buy Recommendations ,62.07
Pepsico (PEP),PEP,1/30/2019,Lightning Round ,Buy Recommendations ,110.82
ServiceNow (NOW),NOW,1/30/2019,Guest Interview ,Buy Recommendations ,194
Horizon Pharmaceuticals (HZNP),HZNP,1/30/2019,Lightning Round ,Sell Recommendations ,20.98
Barrick Gold (GOLD),GOLD,1/30/2019,Lightning Round ,Buy Recommendations ,13.05
Ford Motor (F),F,1/30/2019,Lightning Round ,Negative Mention ,8.71
Domino's Pizza (DPZ),DPZ,1/30/2019,Guest Interview ,Buy Recommendations ,277.06
Campbell Soup (CPB),CPB,1/30/2019,Lightning Round ,Negative Mention ,34.89
First Majestic Silver (AG),AG,1/30/2019,Lightning Round ,Sell Recommendations ,5.99
American Electric Power (AEP),AEP,1/30/2019,Guest Interview ,Buy Recommendations ,77.16
Workday (WDAY),WDAY,1/31/2019,Discussed Stock,Buy Recommendations ,181.53
VMware (VMW),VMW,1/31/2019,Discussed Stock,Buy Recommendations ,151.07
United Parcel Service (UPS),UPS,1/31/2019,Lightning Round ,Buy Recommendations ,105.4
Atlassian (TEAM),TEAM,1/31/2019,Discussed Stock,Buy Recommendations ,98.4
Splunk (SPLK),SPLK,1/31/2019,Discussed Stock,Buy Recommendations ,124.84
Pennsylvania Real Estate (PEI),PEI,1/31/2019,Lightning Round ,Negative Mention ,7.37
Okta (OKTA),OKTA,1/31/2019,Discussed Stock,Buy Recommendations ,82.43
ServiceNow (NOW),NOW,1/31/2019,Discussed Stock,Buy Recommendations ,220.02
New Relic (NEWR),NEWR,1/31/2019,Discussed Stock,Buy Recommendations ,101.65
Meritor (MTOR),MTOR,1/31/2019,Guest Interview ,Buy Recommendations ,20.68
Knight Transportation (KNX),KNX,1/31/2019,Lightning Round ,Negative Mention ,31.75
HubSpot (HUBS),HUBS,1/31/2019,Discussed Stock,Buy Recommendations ,158.31
Honda Motor (HMC),HMC,1/31/2019,Lightning Round ,Sell Recommendations ,30.07
Groupon (GRPN),GRPN,1/31/2019,Lightning Round ,Negative Mention ,3.77
General Electric (GE),GE,1/31/2019,Discussed Stock,Positive Mention ,10.16
Facebook (FB),FB,1/31/2019,Discussed Stock,Buy Recommendations ,166.69
Tableau Software (DATA),DATA,1/31/2019,Discussed Stock,Buy Recommendations ,127.84
Salesforce.com (CRM),CRM,1/31/2019,Discussed Stock,Buy Recommendations ,151.97
Coupa Software (COUP),COUP,1/31/2019,Discussed Stock,Buy Recommendations ,86.96
Citigroup (C),C,1/31/2019,Lightning Round ,Buy Recommendations ,64.46
Adobe Systems (ADBE),ADBE,1/31/2019,Discussed Stock,Buy Recommendations ,247.82
Apple (AAPL),AAPL,1/31/2019,Discussed Stock,Buy Recommendations ,166.44
Ventas (VTR),VTR,2/1/2019,Discussed Stock,Buy Recommendations ,63.41
Twitter (TWTR),TWTR,2/1/2019,Discussed Stock,Buy Recommendations ,33.19
Take-Two Interactive (TTWO),TTWO,2/1/2019,Discussed Stock,Buy Recommendations ,104.95
Tyson Foods (TSN),TSN,2/1/2019,Lightning Round ,Negative Mention ,61.92
Spotify (SPOT),SPOT,2/1/2019,Discussed Stock,Buy Recommendations ,137.21
Boston Beer (SAM),SAM,2/1/2019,Lightning Round ,Sell Recommendations ,245.92
Ralph Lauren (RL),RL,2/1/2019,Discussed Stock,Buy Recommendations ,115.78
Pilgrim's Pride (PPC),PPC,2/1/2019,Lightning Round ,Buy Recommendations ,20.12
New Residential Investmen (NRZ),NRZ,2/1/2019,Lightning Round ,Sell Recommendations ,16.98
Moderna (MRNA),MRNA,2/1/2019,Lightning Round ,Buy Recommendations ,16.22
Mattel (MAT),MAT,2/1/2019,Discussed Stock,Sell Recommendations ,12.22
Eli Lilly (LLY),LLY,2/1/2019,Discussed Stock,Buy Recommendations ,120.89
Kemet (KEM),KEM,2/1/2019,Lightning Round ,Buy Recommendations ,18.31
Hasbro (HAS),HAS,2/1/2019,Discussed Stock,Buy Recommendations ,90.78
Grubhub (GRUB),GRUB,2/1/2019,Discussed Stock,Buy Recommendations ,80.13
Estee Lauder (EL),EL,2/1/2019,Discussed Stock,Buy Recommendations ,136.72
eBay (EBAY),EBAY,2/1/2019,Featured Stock,Buy Recommendations ,34.31
Walt Disney (DIS),DIS,2/1/2019,Discussed Stock,Buy Recommendations ,111.3
Diageo (DEO),DEO,2/1/2019,Lightning Round ,Buy Recommendations ,151.47
Chipotle Mexican Grill (CMG),CMG,2/1/2019,Discussed Stock,Positive Mention ,527.2
